date,total_visits,total_revenue,year,month,day_of_week,day_of_year,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_sum_7,rolling_mean_14,rolling_std_14,rolling_sum_14,rolling_mean_30,rolling_std_30,rolling_sum_30
2023-12-05,17,29772.079999999998,2023,12,1,339,0,18.0,8.0,18.0,22.0,6.0,13.571428571428571,5.126959555693281,95.0,14.285714285714286,6.132242298245885,200.0,15.033333333333333,6.472665779943433,451.0
2023-12-06,19,44993.97,2023,12,2,340,0,17.0,5.0,15.0,15.0,23.0,14.142857142857142,5.520524474738864,99.0,14.571428571428571,6.259937155180838,204.0,14.9,6.342793901961402,447.0
2023-12-07,8,34798.93,2023,12,3,341,0,19.0,18.0,14.0,20.0,17.0,13.285714285714286,5.992058236095697,93.0,13.714285714285714,6.2809672384553785,192.0,14.6,6.451944374132237,438.0
2023-12-08,22,48251.07,2023,12,4,342,0,8.0,17.0,18.0,24.0,8.0,13.857142857142858,6.669047194029356,97.0,13.571428571428571,6.047431568147663,190.0,15.066666666666666,6.464402969116839,452.0
2023-12-09,6,10274.01,2023,12,5,343,1,22.0,19.0,8.0,5.0,15.0,13.571428571428571,6.996597812678767,95.0,13.642857142857142,5.943414492038743,191.0,14.766666666666667,6.673071635871398,443.0
2023-12-10,7,11561.0,2023,12,6,344,1,6.0,8.0,5.0,5.0,18.0,13.857142857142858,6.618876325292999,97.0,13.785714285714286,5.740256915030005,193.0,14.4,6.7904598391851385,432.0
2023-12-11,14,44248.27,2023,12,0,345,0,7.0,22.0,18.0,18.0,8.0,13.285714285714286,6.369570517030874,93.0,13.5,5.612486080160941,189.0,14.6,6.682968574332617,438.0
2023-12-12,22,43131.979999999996,2023,12,1,346,0,14.0,6.0,17.0,18.0,6.0,14.0,7.094598884597612,98.0,13.785714285714286,5.950805652353994,193.0,15.133333333333333,6.611032228512954,454.0
2023-12-13,22,69554.66,2023,12,2,347,0,22.0,7.0,19.0,15.0,21.0,14.428571428571429,7.5245629520290365,101.0,14.285714285714286,6.341906670693016,200.0,15.166666666666666,6.644070902761327,455.0
2023-12-14,23,36650.94,2023,12,3,348,0,22.0,14.0,8.0,14.0,15.0,16.571428571428573,7.52456295202903,116.0,14.928571428571429,6.753509466187968,209.0,15.433333333333334,6.79595890741436,463.0
2023-12-15,19,55641.41,2023,12,4,349,0,23.0,22.0,22.0,18.0,15.0,16.142857142857142,7.244045173533274,113.0,15.0,6.793662204867602,210.0,15.566666666666666,6.826335076357802,467.0
2023-12-16,4,7642.27,2023,12,5,350,1,19.0,22.0,6.0,8.0,23.0,15.857142857142858,7.73366173358546,111.0,14.714285714285714,7.183619951277766,206.0,14.933333333333334,6.992278171167723,448.0
2023-12-17,3,4876.9,2023,12,6,351,1,4.0,23.0,7.0,5.0,28.0,15.285714285714286,8.596787882968973,107.0,14.571428571428571,7.408044335661149,204.0,14.1,6.869974652365024,423.0
2023-12-18,27,58108.73,2023,12,0,352,0,3.0,19.0,14.0,18.0,5.0,17.142857142857142,9.616454152970867,120.0,15.214285714285714,8.08777397755948,213.0,14.833333333333334,7.037257172062653,445.0
2023-12-19,25,48826.14,2023,12,1,353,0,27.0,4.0,22.0,17.0,9.0,17.571428571428573,9.930712341974656,123.0,15.785714285714286,8.495958961842923,221.0,15.366666666666667,7.184673982157107,461.0
2023-12-20,20,41542.99,2023,12,2,354,0,25.0,3.0,22.0,19.0,18.0,17.285714285714285,9.810101693565434,121.0,15.857142857142858,8.529200006287411,222.0,15.433333333333334,7.2191475919268475,463.0
2023-12-21,20,46580.75,2023,12,3,355,0,20.0,27.0,23.0,8.0,22.0,16.857142857142858,9.581728644118659,118.0,16.714285714285715,8.278132188330467,234.0,15.366666666666667,7.165450311105349,461.0
2023-12-22,19,50642.68,2023,12,4,356,0,20.0,25.0,19.0,22.0,15.0,16.857142857142858,9.581728644118659,118.0,16.5,8.16889033044083,231.0,15.5,7.195544598497444,465.0
2023-12-23,5,17621.37,2023,12,5,357,1,19.0,20.0,4.0,6.0,20.0,17.0,9.363047936792103,119.0,16.428571428571427,8.271492151817764,230.0,15.0,7.390581144617286,450.0
2023-12-24,10,33039.04,2023,12,6,358,1,5.0,20.0,3.0,7.0,24.0,18.0,7.874007874011821,126.0,16.642857142857142,8.044177472482296,233.0,14.533333333333333,7.243229101449989,436.0
2023-12-25,16,30289.420000000002,2023,12,0,359,0,10.0,19.0,27.0,14.0,5.0,16.428571428571427,6.803360514166107,115.0,16.785714285714285,8.011324402451766,235.0,14.9,7.0189398944127905,447.0
2023-12-26,20,42410.84,2023,12,1,360,0,16.0,5.0,25.0,22.0,5.0,15.714285714285714,5.964178784328051,110.0,16.642857142857142,7.928596178557577,233.0,15.4,6.820860497842973,462.0
2023-12-27,21,48926.560000000005,2023,12,2,361,0,20.0,10.0,20.0,22.0,18.0,15.857142857142858,6.094494002200461,111.0,16.571428571428573,7.88098281370354,232.0,15.5,6.882010532214947,465.0
2023-12-28,18,40134.380000000005,2023,12,3,362,0,21.0,16.0,20.0,23.0,18.0,15.571428571428571,5.91205386920495,109.0,16.214285714285715,7.677926116507627,227.0,15.5,6.882010532214947,465.0
2023-12-29,13,29894.37,2023,12,4,363,0,18.0,20.0,19.0,19.0,15.0,14.714285714285714,5.76524893114734,103.0,15.785714285714286,7.677926116507626,221.0,15.433333333333334,6.896692527298296,463.0
2023-12-30,7,16310.7,2023,12,5,364,1,13.0,21.0,5.0,4.0,14.0,15.0,5.2281290471194035,105.0,16.0,7.358929688062429,224.0,15.2,7.063260944663871,456.0
2023-12-31,5,10917.79,2023,12,6,365,1,7.0,18.0,10.0,3.0,18.0,14.285714285714286,6.264031867583017,100.0,16.142857142857142,7.102081416004809,226.0,14.766666666666667,7.280978208878325,443.0
2024-01-01,7,11571.84,2024,1,0,1,0,5.0,13.0,16.0,27.0,8.0,13.0,6.757711644237795,91.0,14.714285714285714,6.7531026650270904,206.0,14.733333333333333,7.315233672150263,442.0
2024-01-02,16,46373.020000000004,2024,1,1,2,0,7.0,7.0,20.0,25.0,5.0,12.428571428571429,6.214422549122973,87.0,14.071428571428571,6.094944761714581,197.0,15.1,7.08251854678245,453.0
2024-01-03,4,8973.89,2024,1,2,3,0,16.0,5.0,21.0,20.0,18.0,10.0,5.5976185412489405,70.0,12.928571428571429,6.390669709870763,181.0,14.633333333333333,7.34134880651033,439.0
2024-01-04,11,29306.01,2024,1,3,4,0,4.0,7.0,18.0,20.0,17.0,9.0,4.434711565216763,63.0,12.285714285714286,6.069198038881672,172.0,14.433333333333334,7.35636404441916,433.0
2024-01-05,9,17770.16,2024,1,4,5,0,11.0,16.0,13.0,19.0,19.0,8.428571428571429,4.0766466144428435,59.0,11.571428571428571,5.800719925005164,162.0,14.1,7.368853370776215,423.0
2024-01-06,2,4298.15,2024,1,5,6,1,9.0,4.0,7.0,5.0,8.0,7.714285714285714,4.750939756661759,54.0,11.357142857142858,6.1093515060255035,159.0,13.9,7.617357673828533,417.0
2024-01-07,4,6544.15,2024,1,6,7,1,2.0,11.0,5.0,10.0,22.0,7.571428571428571,4.859943170351722,53.0,10.928571428571429,6.414698094871799,153.0,13.3,7.666091932480411,399.0
2024-01-08,6,13568.02,2024,1,0,8,0,4.0,9.0,7.0,16.0,6.0,7.428571428571429,4.894116973712591,52.0,10.214285714285714,6.363097593861909,143.0,13.3,7.666091932480411,399.0
2024-01-09,12,28234.26,2024,1,1,9,0,6.0,2.0,16.0,20.0,7.0,6.857142857142857,3.848314411469596,48.0,9.642857142857142,5.74599717337937,135.0,13.466666666666667,7.578250791407681,404.0
2024-01-10,20,45315.33,2024,1,2,10,0,12.0,4.0,4.0,21.0,14.0,9.142857142857142,6.011892975000285,64.0,9.571428571428571,5.598272889084591,134.0,13.666666666666666,7.671412823766141,410.0
2024-01-11,19,43650.7,2024,1,3,11,0,20.0,6.0,11.0,18.0,22.0,10.285714285714286,7.087883692478017,72.0,9.642857142857142,5.719160009021552,135.0,13.566666666666666,7.5780232766605495,407.0
2024-01-12,15,26103.510000000002,2024,1,4,12,0,19.0,12.0,9.0,13.0,22.0,11.142857142857142,7.267016155859593,78.0,9.785714285714286,5.833307168962794,137.0,13.333333333333334,7.415423504232668,400.0
2024-01-13,7,11450.539999999999,2024,1,5,13,1,15.0,20.0,2.0,7.0,23.0,11.857142857142858,6.414269805898222,83.0,9.785714285714286,5.833307168962794,137.0,12.8,7.270156285376051,384.0
2024-01-14,8,16293.460000000001,2024,1,6,14,1,7.0,19.0,4.0,5.0,19.0,12.428571428571429,5.7404164441599,87.0,10.0,5.697502826812697,140.0,12.433333333333334,7.223922582036998,373.0
2024-01-15,24,74195.97,2024,1,0,15,0,8.0,15.0,6.0,7.0,4.0,15.0,6.377042156569686,105.0,11.214285714285714,6.7274246007102905,157.0,13.1,7.340722505077519,393.0
2024-01-16,18,39570.31,2024,1,1,16,0,24.0,7.0,12.0,16.0,3.0,15.857142857142858,6.3094788857340705,111.0,11.357142857142858,6.85685667900998,159.0,13.6,7.137081408705009,408.0
2024-01-17,22,47617.75,2024,1,2,17,0,18.0,8.0,20.0,4.0,27.0,16.142857142857142,6.568322247184388,113.0,12.642857142857142,7.055899254220868,177.0,13.433333333333334,6.866627608414743,403.0
2024-01-18,20,52305.71,2024,1,3,18,0,22.0,24.0,19.0,11.0,25.0,16.285714285714285,6.651172470932884,114.0,13.285714285714286,7.300459115473739,186.0,13.266666666666667,6.6329030068930175,398.0
2024-01-19,16,43096.89,2024,1,4,19,0,20.0,18.0,15.0,9.0,20.0,16.428571428571427,6.629659188252527,115.0,13.785714285714286,7.22366379902325,193.0,13.133333333333333,6.532324576122647,394.0
2024-01-20,6,30133.84,2024,1,5,20,1,16.0,22.0,7.0,2.0,20.0,16.285714285714285,6.872997543873812,114.0,14.071428571428571,6.787593724688368,197.0,12.666666666666666,6.524930087263612,380.0
2024-01-21,14,33955.89,2024,1,6,21,1,6.0,20.0,8.0,4.0,19.0,17.142857142857142,5.984105932344779,120.0,14.785714285714286,6.1416431205159245,207.0,12.5,6.420602614321667,375.0
2024-01-22,15,37715.83,2024,1,0,22,0,14.0,16.0,24.0,6.0,5.0,15.857142857142858,5.177791402666203,111.0,15.428571428571429,5.598272889084608,216.0,12.833333333333334,6.275751546330062,385.0
2024-01-23,18,44088.99,2024,1,1,23,0,15.0,6.0,18.0,12.0,10.0,15.857142857142858,5.177791402666203,111.0,15.857142857142858,5.545020536233671,222.0,13.1,6.321010395007504,393.0
2024-01-24,17,36093.04,2024,1,2,24,0,18.0,14.0,22.0,20.0,16.0,15.142857142857142,4.488079449258604,106.0,15.642857142857142,5.429366627703675,219.0,13.133333333333333,6.3394404916464255,394.0
2024-01-25,33,61909.26,2024,1,3,25,0,17.0,15.0,20.0,19.0,20.0,17.0,8.082903768654772,119.0,16.642857142857142,7.121010546881084,233.0,13.566666666666666,7.209588124126102,407.0
2024-01-26,21,43424.8,2024,1,4,26,0,33.0,18.0,16.0,15.0,21.0,17.714285714285715,8.199883855158886,124.0,17.071428571428573,7.194701957950494,239.0,13.566666666666666,7.209588124126102,407.0
2024-01-27,5,10587.27,2024,1,5,27,1,21.0,17.0,6.0,7.0,18.0,17.571428571428573,8.443086774735553,123.0,16.928571428571427,7.426193617752776,237.0,13.133333333333333,7.323713648771041,394.0
2024-01-28,10,20252.69,2024,1,6,28,1,5.0,33.0,14.0,8.0,13.0,17.0,8.850612031567845,119.0,17.071428571428573,7.258568260119457,239.0,13.033333333333333,7.346044365241186,391.0
2024-01-29,25,68378.32,2024,1,0,29,0,10.0,21.0,15.0,24.0,7.0,18.428571428571427,9.27105069301107,129.0,17.142857142857142,7.336496154444316,240.0,13.633333333333333,7.568005856477522,409.0
2024-01-30,20,43629.56,2024,1,1,30,0,25.0,5.0,18.0,18.0,5.0,18.714285714285715,9.286446857549732,131.0,17.285714285714285,7.373847460696946,242.0,14.133333333333333,7.472862782155145,424.0
2024-01-31,16,32365.37,2024,1,2,31,0,20.0,10.0,17.0,22.0,7.0,18.571428571428573,9.32482605480558,130.0,16.857142857142858,7.252131175965242,236.0,14.433333333333334,7.35636404441916,433.0
2024-02-01,19,48373.07,2024,2,3,32,0,16.0,25.0,33.0,20.0,16.0,16.571428571428573,6.900655593423553,116.0,16.785714285714285,7.223663799023256,235.0,14.533333333333333,7.398664060832708,436.0
2024-02-02,19,60034.29,2024,2,4,33,0,19.0,20.0,21.0,16.0,4.0,16.285714285714285,6.725927091345506,114.0,17.0,7.243033788512855,238.0,15.033333333333333,7.165450311105344,451.0
2024-02-03,10,21072.64,2024,2,5,34,1,19.0,16.0,5.0,6.0,11.0,17.0,5.477225575051673,119.0,17.285714285714285,6.8436222013759105,242.0,15.0,7.18715328998855,450.0
2024-02-04,14,33980.2,2024,2,6,35,1,10.0,19.0,10.0,14.0,9.0,17.571428571428573,4.790864322059336,123.0,17.285714285714285,6.8436222013759105,242.0,15.166666666666666,7.100671815390795,455.0
2024-02-05,15,37360.47,2024,2,0,36,0,14.0,19.0,25.0,15.0,2.0,16.142857142857142,3.532165125838635,113.0,17.285714285714285,6.8436222013759105,242.0,15.6,6.651937752419906,468.0
2024-02-06,17,27827.5,2024,2,1,37,0,15.0,10.0,20.0,18.0,4.0,15.714285714285714,3.1471831698778057,110.0,17.214285714285715,6.840811596346133,241.0,16.033333333333335,6.283439280792216,481.0
2024-02-07,23,73000.87,2024,2,2,38,0,17.0,14.0,16.0,17.0,6.0,16.714285714285715,4.19182878603465,117.0,17.642857142857142,7.012155850402222,247.0,16.6,6.11160569228181,498.0
2024-02-08,23,61325.79,2024,2,3,39,0,23.0,15.0,19.0,33.0,12.0,17.285714285714285,4.785891965429435,121.0,16.928571428571427,5.717238248211597,237.0,16.966666666666665,6.155924162857354,509.0
2024-02-09,18,33820.06,2024,2,4,40,0,23.0,17.0,19.0,21.0,20.0,17.142857142857142,4.74090608177283,120.0,16.714285714285715,5.608078944750142,234.0,16.9,6.132727356371441,507.0
2024-02-10,10,15983.69,2024,2,5,41,1,18.0,23.0,10.0,5.0,19.0,17.142857142857142,4.74090608177283,120.0,17.071428571428573,4.921917789365763,239.0,16.6,6.245550140037667,498.0
2024-02-11,7,22298.73,2024,2,6,42,1,10.0,23.0,14.0,10.0,15.0,16.142857142857142,6.067085281214036,113.0,16.857142857142858,5.303948353054407,236.0,16.333333333333332,6.48251405750481,490.0
2024-02-12,26,57521.42,2024,2,0,43,0,7.0,18.0,15.0,25.0,7.0,17.714285714285715,7.064330251677225,124.0,16.928571428571427,5.427342255288899,237.0,16.966666666666665,6.467336142617735,509.0
2024-02-13,25,58946.009999999995,2024,2,1,44,0,26.0,10.0,17.0,20.0,8.0,18.857142857142858,7.559289460184547,132.0,17.285714285714285,5.796929842976888,242.0,17.533333333333335,6.398994173835615,526.0
2024-02-14,21,53128.659999999996,2024,2,2,45,0,25.0,7.0,23.0,16.0,24.0,18.571428571428573,7.412987316351013,130.0,17.642857142857142,5.865244999239107,247.0,17.433333333333334,6.317372507799376,523.0
2024-02-15,18,44933.520000000004,2024,2,3,46,0,21.0,26.0,23.0,19.0,18.0,17.857142857142858,7.151423434733622,125.0,17.571428571428573,5.8535234059271275,246.0,17.433333333333334,6.317372507799376,523.0
2024-02-16,29,83564.62,2024,2,4,47,0,18.0,25.0,18.0,19.0,22.0,19.428571428571427,8.303757038376121,136.0,18.285714285714285,6.603362446844493,256.0,17.666666666666668,6.6141610531330555,530.0
2024-02-17,13,31728.02,2024,2,5,48,1,29.0,21.0,10.0,10.0,20.0,19.857142857142858,7.798046153333783,139.0,18.5,6.357914510519735,259.0,17.433333333333334,6.652369727285629,523.0
2024-02-18,7,21490.97,2024,2,6,49,1,13.0,18.0,7.0,14.0,16.0,19.857142857142858,7.798046153333783,139.0,18.0,6.983497030086806,252.0,17.133333333333333,6.916912473128456,514.0
2024-02-19,16,35325.11,2024,2,0,50,0,7.0,29.0,26.0,15.0,6.0,18.428571428571427,7.390470053998438,129.0,18.071428571428573,6.95551010919554,253.0,17.466666666666665,6.595365840854712,524.0
2024-02-20,19,43476.18,2024,2,1,51,0,16.0,13.0,25.0,17.0,14.0,17.571428571428573,6.827814263660642,123.0,18.214285714285715,6.952349590977521,255.0,17.633333333333333,6.567859743416874,529.0
2024-02-21,22,50024.07,2024,2,2,52,0,19.0,7.0,21.0,23.0,15.0,17.714285714285715,6.921326600064614,124.0,18.142857142857142,6.904370331198215,254.0,17.866666666666667,6.595365840854717,536.0
2024-02-22,12,22940.989999999998,2024,2,3,53,0,22.0,16.0,18.0,23.0,18.0,16.857142857142858,7.244045173533265,118.0,17.357142857142858,6.934940994226775,243.0,17.666666666666668,6.681592486894132,530.0
2024-02-23,9,24578.309999999998,2024,2,4,54,0,12.0,19.0,29.0,18.0,17.0,14.0,5.354126134736357,98.0,16.714285714285715,7.279355121781834,234.0,17.4,6.866209113201216,522.0
2024-02-24,4,12396.970000000001,2024,2,5,55,1,9.0,22.0,13.0,10.0,33.0,12.714285714285714,6.575568054403779,89.0,16.285714285714285,7.8586412157727485,228.0,16.433333333333334,6.631603193763979,493.0
2024-02-25,8,18631.489999999998,2024,2,6,56,1,4.0,12.0,7.0,7.0,21.0,12.857142857142858,6.440201120787357,90.0,16.357142857142858,7.771814389259391,229.0,16.0,6.746646676632078,480.0
2024-02-26,15,23716.920000000002,2024,2,0,57,0,8.0,9.0,16.0,26.0,5.0,12.714285714285714,6.369570517030865,89.0,15.571428571428571,7.2612171655498035,218.0,16.333333333333332,6.423734724916053,490.0
2024-02-27,19,43491.21,2024,2,1,58,0,15.0,4.0,19.0,25.0,10.0,12.714285714285714,6.369570517030865,89.0,15.142857142857142,6.825936316243141,212.0,16.633333333333333,6.327190002942361,499.0
2024-02-28,19,45157.23,2024,2,2,59,0,19.0,8.0,22.0,21.0,25.0,12.285714285714286,5.707138387268075,86.0,15.0,6.713934992009041,210.0,16.433333333333334,6.145833089811054,493.0
2024-02-29,25,56628.37,2024,2,3,60,0,19.0,15.0,12.0,18.0,20.0,14.142857142857142,7.4482340508465965,99.0,15.5,7.19775606058532,217.0,16.6,6.311456468884272,498.0
2024-03-01,23,55339.36,2024,3,4,61,0,25.0,19.0,9.0,29.0,16.0,16.142857142857142,7.712080813644956,113.0,15.071428571428571,6.474378921377926,211.0,16.833333333333332,6.417021187400015,505.0
2024-03-02,6,19248.93,2024,3,5,62,1,23.0,19.0,4.0,13.0,19.0,16.428571428571427,7.2078000077957975,115.0,14.571428571428571,6.902778545509917,204.0,16.4,6.698430078551374,492.0
2024-03-03,4,6162.34,2024,3,6,63,1,6.0,25.0,8.0,7.0,19.0,15.857142857142858,8.09173593712688,111.0,14.357142857142858,7.196229171289269,201.0,15.9,7.048355151723549,477.0
2024-03-04,15,29052.77,2024,3,0,64,0,4.0,23.0,15.0,16.0,10.0,15.857142857142858,8.09173593712688,111.0,14.285714285714286,7.183619951277764,200.0,16.066666666666666,6.962626007444358,482.0
2024-03-05,14,53995.770000000004,2024,3,1,65,0,15.0,6.0,19.0,19.0,14.0,15.142857142857142,7.9880863671798155,106.0,13.928571428571429,7.054341660547538,195.0,16.066666666666666,6.962626007444358,482.0
2024-03-06,19,37992.45,2024,3,2,66,0,14.0,4.0,19.0,22.0,15.0,15.142857142857142,7.9880863671798155,106.0,13.714285714285714,6.832372844138338,192.0,16.2,6.97977373410562,486.0
2024-03-07,20,50642.28,2024,3,3,67,0,19.0,15.0,25.0,12.0,17.0,14.428571428571429,7.138093649734583,101.0,14.285714285714286,7.010196655077338,200.0,16.3,7.01304203756758,489.0
2024-03-08,13,27791.77,2024,3,4,68,0,20.0,14.0,23.0,9.0,23.0,13.0,6.055300708195006,91.0,14.571428571428571,6.858058546918902,204.0,15.966666666666667,6.920650424551936,479.0
2024-03-09,11,31569.7,2024,3,5,69,1,13.0,19.0,6.0,4.0,23.0,13.714285714285714,5.3452248382485115,96.0,15.071428571428571,6.256864362310568,211.0,15.566666666666666,6.846510983243832,467.0
2024-03-10,9,22362.11,2024,3,6,70,1,11.0,20.0,4.0,8.0,18.0,14.428571428571429,3.994043183589929,101.0,15.142857142857142,6.175100657630491,212.0,15.266666666666667,6.932847020964199,458.0
2024-03-11,15,37697.8,2024,3,0,71,0,9.0,13.0,15.0,15.0,10.0,14.428571428571429,3.994043183589929,101.0,15.142857142857142,6.175100657630491,212.0,15.433333333333334,6.861603981242471,463.0
2024-03-12,32,78773.01,2024,3,1,72,0,15.0,11.0,14.0,19.0,7.0,17.0,7.724420150837652,119.0,16.071428571428573,7.610360202880206,225.0,16.266666666666666,7.305799931812979,488.0
2024-03-13,9,38375.130000000005,2024,3,2,73,0,32.0,9.0,19.0,19.0,26.0,15.571428571428571,8.202786982831778,109.0,15.357142857142858,7.781705793394239,215.0,15.7,7.1830739745695364,471.0
2024-03-14,10,18327.12,2024,3,3,74,0,9.0,15.0,20.0,25.0,25.0,14.142857142857142,8.17370930542089,99.0,14.285714285714286,7.373847460696942,200.0,15.2,7.0339080224982835,456.0
2024-03-15,18,35058.97,2024,3,4,75,0,10.0,32.0,13.0,23.0,21.0,14.857142857142858,8.27503416767512,104.0,13.928571428571429,7.03249912591849,195.0,15.1,6.969638589551519,453.0
2024-03-16,12,29642.239999999998,2024,3,5,76,1,18.0,9.0,11.0,6.0,18.0,15.0,8.205689083394125,105.0,14.357142857142858,6.686463281047133,201.0,14.9,6.969638589551518,447.0
2024-03-17,8,16032.88,2024,3,6,77,1,12.0,10.0,9.0,4.0,29.0,14.857142857142858,8.335237877600775,104.0,14.642857142857142,6.2831538241572895,205.0,14.2,6.546386210253192,426.0
2024-03-18,11,30850.18,2024,3,0,78,0,8.0,18.0,15.0,15.0,13.0,14.285714285714286,8.459989868281687,100.0,14.357142857142858,6.356185876852508,201.0,14.133333333333333,6.5691721691934495,424.0
2024-03-19,20,56335.33,2024,3,1,79,0,11.0,12.0,32.0,14.0,7.0,12.571428571428571,4.6136443605586415,88.0,14.785714285714286,6.530149856079685,207.0,14.566666666666666,6.510910383578367,437.0
2024-03-20,24,67520.49,2024,3,2,80,0,20.0,8.0,9.0,19.0,16.0,14.714285714285714,5.9641787843280465,103.0,15.142857142857142,6.904370331198209,212.0,14.833333333333334,6.731722807277727,445.0
2024-03-21,18,50387.52,2024,3,3,81,0,24.0,11.0,10.0,20.0,19.0,15.857142857142858,5.669467095138423,111.0,15.0,6.816270128269482,210.0,14.8,6.7128286858460315,444.0
2024-03-22,27,79043.42,2024,3,4,82,0,18.0,20.0,18.0,13.0,22.0,17.142857142857142,7.081162132224997,120.0,16.0,7.493587001820061,224.0,14.966666666666667,6.955441101723196,449.0
2024-03-23,6,30848.0,2024,3,5,83,1,27.0,24.0,12.0,11.0,12.0,16.285714285714285,8.097618697581945,114.0,15.642857142857142,7.860388939849904,219.0,14.766666666666667,7.127815031721635,443.0
2024-03-24,11,27325.02,2024,3,6,84,1,6.0,18.0,8.0,9.0,9.0,16.714285714285715,7.653197277702223,117.0,15.785714285714286,7.747739833491632,221.0,14.833333333333334,7.081220103973585,445.0
2024-03-25,21,58519.84,2024,3,0,85,0,11.0,27.0,11.0,15.0,4.0,18.142857142857142,7.335497516155527,127.0,16.214285714285715,7.865979047367645,227.0,15.4,6.861185179614797,462.0
2024-03-26,26,68607.84,2024,3,1,86,0,21.0,6.0,20.0,32.0,8.0,19.0,7.916228058025283,133.0,15.785714285714286,7.062126193550126,221.0,16.0,6.9777973008976195,480.0
2024-03-27,19,45418.96,2024,3,2,87,0,26.0,11.0,24.0,9.0,15.0,18.285714285714285,7.60951784969074,128.0,16.5,6.8247287914556365,231.0,16.133333333333333,6.996222297553298,484.0
2024-03-28,21,45473.54,2024,3,3,88,0,19.0,21.0,18.0,10.0,19.0,18.714285714285715,7.674943772091232,131.0,17.285714285714285,6.649795502102354,242.0,16.2,7.033908022498294,486.0
2024-03-29,17,33220.23,2024,3,4,89,0,21.0,26.0,27.0,18.0,19.0,17.285714285714285,6.750661343263243,121.0,17.214285714285715,6.646902939062609,241.0,16.133333333333333,7.015909670580677,484.0
2024-03-30,12,26399.72,2024,3,5,90,1,17.0,19.0,6.0,12.0,25.0,18.142857142857142,5.30498417932205,127.0,17.214285714285715,6.646902939062609,241.0,15.7,6.8488609674692915,471.0
2024-03-31,7,21423.28,2024,3,6,91,1,12.0,21.0,11.0,8.0,23.0,17.571428571428573,6.320789582985742,123.0,17.142857142857142,6.757982662772237,240.0,15.166666666666666,6.883680517809099,455.0
2024-04-01,11,24436.64,2024,4,0,92,0,7.0,17.0,21.0,11.0,6.0,16.142857142857142,6.542898731412857,113.0,17.142857142857142,6.757982662772237,240.0,15.333333333333334,6.712486220795394,460.0
2024-04-02,13,24350.82,2024,4,1,93,0,11.0,12.0,26.0,20.0,4.0,14.285714285714286,4.923220007078239,100.0,16.642857142857142,6.789212516441583,233.0,15.633333333333333,6.38145661316814,469.0
2024-04-03,12,25398.7,2024,4,2,94,0,13.0,7.0,19.0,24.0,15.0,13.285714285714286,4.498677054212214,93.0,15.785714285714286,6.5419189307651715,221.0,15.533333333333333,6.415140137869631,466.0
2024-04-04,14,46524.61,2024,4,3,95,0,12.0,11.0,21.0,18.0,14.0,12.285714285714286,3.039423504234893,86.0,15.5,6.525099468737891,217.0,15.533333333333333,6.415140137869631,466.0
2024-04-05,14,27816.09,2024,4,4,96,0,14.0,13.0,17.0,27.0,19.0,11.857142857142858,2.4102953780655394,83.0,14.571428571428571,5.625686771261981,204.0,15.366666666666667,6.386857914733091,461.0
2024-04-06,4,5840.9,2024,4,5,97,1,14.0,12.0,12.0,6.0,20.0,10.714285714285714,3.8172540616821538,75.0,14.428571428571429,5.879747322073372,202.0,14.833333333333334,6.649258881872554,445.0
2024-04-07,8,13527.53,2024,4,6,98,1,4.0,14.0,7.0,11.0,13.0,10.857142857142858,3.6709931185158604,76.0,14.214285714285714,6.0660286264329235,199.0,14.666666666666666,6.758562045253437,440.0
2024-04-08,15,38686.27,2024,4,0,99,0,8.0,14.0,11.0,21.0,11.0,11.428571428571429,3.9940431835899397,80.0,13.785714285714286,5.753641942665185,193.0,14.8,6.723094525588653,444.0
2024-04-09,17,30268.58,2024,4,1,100,0,15.0,4.0,13.0,26.0,9.0,12.0,4.509249752822926,84.0,13.142857142857142,4.688072309384995,184.0,15.066666666666666,6.643292356455005,452.0
2024-04-10,15,25568.62,2024,4,2,101,0,17.0,8.0,12.0,19.0,15.0,12.428571428571429,4.64962876142256,87.0,12.857142857142858,4.417746429627202,180.0,15.066666666666666,6.643292356455005,452.0
2024-04-11,7,15202.16,2024,4,3,102,0,15.0,15.0,14.0,21.0,32.0,11.428571428571429,4.995235825502261,80.0,11.857142857142858,3.997251803179573,166.0,14.233333333333333,5.980908322973704,427.0
2024-04-12,5,7957.26,2024,4,4,103,0,7.0,17.0,14.0,17.0,9.0,10.142857142857142,5.367450401216965,71.0,11.0,4.095025124371171,154.0,14.1,6.143962553765197,423.0
2024-04-13,6,13420.2,2024,4,5,104,1,5.0,15.0,4.0,12.0,10.0,10.428571428571429,5.0284902590851885,73.0,10.571428571428571,4.291571089657349,148.0,13.966666666666667,6.2779490025135525,419.0
2024-04-14,6,14583.460000000001,2024,4,6,105,1,6.0,7.0,8.0,7.0,18.0,10.142857142857142,5.2417736002417,71.0,10.5,4.363308554120588,147.0,13.566666666666666,6.393333453189977,407.0
2024-04-15,16,39461.66,2024,4,0,106,0,6.0,5.0,15.0,11.0,12.0,10.285714285714286,5.4072262055600735,72.0,10.857142857142858,4.605300338608934,152.0,13.7,6.401239104186428,411.0
